,Match ID,Venue,Innings,Bowling Side,Batting Side,Batter,Winner,Non Striker,Bowler,Ball,Batter Runs,Extra Runs,Run scored,Ball Rebowled,Extra Type,Method,Player Out,Current Score,Target Score,Required Runs,Balls Remaining,Wickets Left,RR,CR,Result
9903,1145982,Rajiv Gandhi International Cricket Stadium,2,Afghanistan,Bangladesh,Abul Hasan,Afghanistan,Mahmudullah,Shapoor Zadran,2,0,0,0,0,[],bowled,Abul Hasan,117,168,51.0,16,3,19.125,6.75,0
9905,1145982,Rajiv Gandhi International Cricket Stadium,2,Afghanistan,Bangladesh,Mahmudullah,Afghanistan,Nazmul Islam,Shapoor Zadran,4,0,0,0,0,[],caught,Mahmudullah,118,168,50.0,14,2,21.42857142857143,6.679245283018868,0
9907,1145982,Rajiv Gandhi International Cricket Stadium,2,Afghanistan,Bangladesh,Rubel Hossain,Afghanistan,Nazmul Islam,Shapoor Zadran,6,0,0,0,0,[],bowled,Rubel Hossain,119,168,49.0,12,1,24.5,6.611111111111111,0
9913,1145982,Rajiv Gandhi International Cricket Stadium,2,Afghanistan,Bangladesh,Abu Jayed,Afghanistan,Nazmul Islam,Karim Janat,6,0,0,0,0,[],caught,Abu Jayed,122,168,46.0,6,0,46.0,6.421052631578947,0
10051,951339,Wankhede Stadium,2,South Africa,England,AD Hales,England,JJ Roy,KJ Abbott,3,0,0,0,0,[],lbw,AD Hales,48,230,182.0,105,9,10.4,19.200000000000003,1
10063,951339,Wankhede Stadium,2,South Africa,England,JJ Roy,England,BA Stokes,KJ Abbott,3,0,0,0,0,[],caught,JJ Roy,71,230,159.0,93,8,10.258064516129032,15.777777777777779,1
10071,951339,Wankhede Stadium,2,South Africa,England,BA Stokes,England,JE Root,K Rabada,4,0,0,0,0,[],caught,BA Stokes,87,230,143.0,86,7,9.976744186046512,15.352941176470587,1
10097,951339,Wankhede Stadium,2,South Africa,England,EJG Morgan,England,JE Root,JP Duminy,4,0,0,0,0,[],bowled,EJG Morgan,111,230,119.0,62,6,11.516129032258064,11.482758620689655,1
10138,951339,Wankhede Stadium,2,South Africa,England,JC Buttler,England,JE Root,Imran Tahir,4,0,0,0,0,[],stumped,JC Buttler,186,230,44.0,26,5,10.153846153846153,11.872340425531915,1
10155,951339,Wankhede Stadium,2,South Africa,England,JE Root,England,MM Ali,K Rabada,2,0,0,0,0,[],caught,JE Root,219,230,11.0,10,4,6.6000000000000005,11.945454545454545,1
10160,951339,Wankhede Stadium,2,South Africa,England,CJ Jordan,England,MM Ali,KJ Abbott,1,0,0,0,0,[],caught,CJ Jordan,229,230,1.0,5,3,1.2000000000000002,11.947826086956521,1
10161,951339,Wankhede Stadium,2,South Africa,England,MM Ali,England,DJ Willey,KJ Abbott,2,0,0,0,0,[],run out,DJ Willey,229,230,1.0,4,2,1.5,11.844827586206897,1
10299,647247,Saurashtra Cricket Association Stadium,2,Australia,India,RG Sharma,India,S Dhawan,CJ McKay,5,0,0,0,0,[],caught,RG Sharma,12,202,190.0,109,9,10.458715596330276,6.545454545454545,1
10321,647247,Saurashtra Cricket Association Stadium,2,Australia,India,SK Raina,India,S Dhawan,NM Coulter-Nile,3,0,0,0,0,[],caught,SK Raina,50,202,152.0,87,8,10.482758620689655,9.09090909090909,1
10340,647247,Saurashtra Cricket Association Stadium,2,Australia,India,S Dhawan,India,V Kohli,XJ Doherty,3,0,0,0,0,[],stumped,S Dhawan,80,202,122.0,69,7,10.608695652173914,9.411764705882353,1
10356,647247,Saurashtra Cricket Association Stadium,2,Australia,India,V Kohli,India,Yuvraj Singh,CJ McKay,1,0,0,0,0,[],caught,V Kohli,100,202,102.0,53,6,11.547169811320755,8.955223880597016,1
10824,1299584,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2,Oman,Nepal,Aasif Sheikh,Nepal,K Bhurtel,Zeeshan Maqsood,3,0,0,0,0,[],caught,Aasif Sheikh,50,88,38.0,75,9,3.04,6.666666666666667,1
11665,412700,Beausejour Stadium,2,West Indies,Australia,DA Warner,Australia,SR Watson,JE Taylor,6,0,0,0,0,[],caught,DA Warner,31,106,75.0,102,9,4.411764705882353,10.333333333333334,1
11666,412700,Beausejour Stadium,2,West Indies,Australia,SR Watson,Australia,MJ Clarke,SJ Benn,1,0,0,0,0,[],bowled,SR Watson,31,106,75.0,101,8,4.455445544554456,9.789473684210526,1
11723,412700,Beausejour Stadium,2,West Indies,Australia,BJ Haddin,Australia,MJ Clarke,DJG Sammy,4,0,0,0,0,[],run out,MJ Clarke,78,106,28.0,44,7,3.8181818181818183,6.157894736842106,1
11746,412700,Beausejour Stadium,2,West Indies,Australia,BJ Haddin,Australia,DJ Hussey,CH Gayle,2,0,0,0,0,[],caught,BJ Haddin,104,106,2.0,22,6,0.5454545454545454,6.36734693877551,1
11878,902649,Dubai International Cricket Stadium,2,England,Pakistan,Sarfraz Ahmed,England,Rafatullah Mohmand,RJW Topley,3,0,0,0,0,[],caught,Sarfraz Ahmed,8,161,153.0,111,9,8.27027027027027,5.333333333333333,0
11894,902649,Dubai International Cricket Stadium,2,England,Pakistan,Mohammad Hafeez,England,Rafatullah Mohmand,LE Plunkett,6,0,0,0,0,[],caught,Mohammad Hafeez,20,161,141.0,96,8,8.8125,5.0,0
11901,902649,Dubai International Cricket Stadium,2,England,Pakistan,Rafatullah Mohmand,England,Mohammad Rizwan,LE Plunkett,1,0,0,0,0,[],caught,Rafatullah Mohmand,25,161,136.0,89,7,9.168539325842696,4.838709677419354,0
11916,902649,Dubai International Cricket Stadium,2,England,Pakistan,Mohammad Rizwan,England,Sohaib Maqsood,SD Parry,4,0,0,0,0,[],bowled,Mohammad Rizwan,42,161,119.0,74,6,9.64864864864865,5.478260869565217,0
11938,902649,Dubai International Cricket Stadium,2,England,Pakistan,Umar Akmal,England,Sohaib Maqsood,SD Parry,2,0,0,0,0,[],run out,Umar Akmal,74,161,87.0,52,5,10.038461538461538,6.529411764705882,0
11940,902649,Dubai International Cricket Stadium,2,England,Pakistan,Shahid Afridi,England,Sohaib Maqsood,SD Parry,4,0,0,0,0,[],caught,Shahid Afridi,74,161,87.0,50,4,10.44,6.342857142857143,0
11943,902649,Dubai International Cricket Stadium,2,England,Pakistan,Sohaib Maqsood,England,Anwar Ali,MM Ali,1,0,1,1,1,['wides'],stumped,Sohaib Maqsood,75,161,86.0,48,3,10.75,6.25,0
11961,902649,Dubai International Cricket Stadium,2,England,Pakistan,Anwar Ali,England,Sohail Tanvir,LE Plunkett,6,0,0,0,0,[],caught,Anwar Ali,100,161,61.0,30,2,12.2,6.666666666666667,0
11992,902649,Dubai International Cricket Stadium,2,England,Pakistan,Wahab Riaz,England,Sohail Tanvir,RJW Topley,3,0,0,0,0,[],caught,Wahab Riaz,145,161,16.0,3,1,32.0,7.435897435897436,0
12128,1120093,Arun Jaitley Stadium,2,India,New Zealand,MJ Guptill,India,C Munro,YS Chahal,3,0,0,0,0,[],caught,MJ Guptill,6,203,197.0,111,9,10.64864864864865,4.0,0
12143,1120093,Arun Jaitley Stadium,2,India,New Zealand,C Munro,India,KS Williamson,B Kumar,4,0,0,0,0,[],bowled,C Munro,18,203,185.0,98,8,11.326530612244898,4.909090909090909,0
12177,1120093,Arun Jaitley Stadium,2,India,New Zealand,KS Williamson,India,TWM Latham,HH Pandya,1,0,0,0,0,[],caught,KS Williamson,54,203,149.0,65,7,13.753846153846153,5.890909090909091,0
12198,1120093,Arun Jaitley Stadium,2,India,New Zealand,TC Bruce,India,TWM Latham,AR Patel,4,0,0,0,0,[],caught,TC Bruce,83,203,120.0,44,6,16.363636363636363,6.552631578947368,0
12200,1120093,Arun Jaitley Stadium,2,India,New Zealand,C de Grandhomme,India,TWM Latham,AR Patel,6,0,0,0,0,[],caught,C de Grandhomme,84,203,119.0,42,5,17.0,6.461538461538462,0
12210,1120093,Arun Jaitley Stadium,2,India,New Zealand,HM Nicholls,India,TWM Latham,JJ Bumrah,4,0,0,0,0,[],run out,HM Nicholls,94,203,109.0,32,4,20.4375,6.409090909090908,0
12215,1120093,Arun Jaitley Stadium,2,India,New Zealand,TWM Latham,India,MJ Santner,YS Chahal,3,0,0,0,0,[],stumped,TWM Latham,99,203,104.0,27,3,23.11111111111111,6.387096774193548,0
12223,1120093,Arun Jaitley Stadium,2,India,New Zealand,TG Southee,India,MJ Santner,JJ Bumrah,4,0,0,0,0,[],caught,TG Southee,111,203,92.0,20,2,27.599999999999998,6.66,0
12368,636538,Kensington Oval,2,England,West Indies,DR Smith,England,J Charles,JW Dernbach,1,0,0,0,0,[],bowled,DR Smith,0,166,166.0,119,9,8.369747899159663,0.0,0
12376,636538,Kensington Oval,2,England,West Indies,J Charles,England,MN Samuels,CJ Jordan,3,0,0,0,0,[],caught and bowled,J Charles,4,166,162.0,111,8,8.756756756756756,2.6666666666666665,0
12393,636538,Kensington Oval,2,England,West Indies,MN Samuels,England,LMP Simmons,CJ Jordan,2,0,0,0,0,[],bowled,MN Samuels,28,166,138.0,94,7,8.808510638297872,6.461538461538462,0
12429,636538,Kensington Oval,2,England,West Indies,DJ Bravo,England,LMP Simmons,RS Bopara,2,0,0,0,0,[],caught,DJ Bravo,66,166,100.0,58,6,10.344827586206897,6.387096774193548,0
12433,636538,Kensington Oval,2,England,West Indies,AD Russell,England,LMP Simmons,RS Bopara,6,0,0,0,0,[],caught,AD Russell,67,166,99.0,54,5,11.0,6.090909090909091,0
12480,636538,Kensington Oval,2,England,West Indies,D Ramdin,England,LMP Simmons,CJ Jordan,4,0,0,0,0,[],bowled,D Ramdin,140,166,26.0,8,4,19.5,7.5,0
12486,636538,Kensington Oval,2,England,West Indies,DJG Sammy,England,LMP Simmons,JW Dernbach,3,1,0,1,0,[],run out,LMP Simmons,153,166,13.0,3,3,26.0,7.846153846153847,0
12642,1317487,Manuka Oval,2,England,Australia,AJ Finch,England,DA Warner,DJ Willey,4,0,0,0,0,[],caught,AJ Finch,20,179,159.0,98,9,9.73469387755102,5.454545454545454,0
12645,1317487,Manuka Oval,2,England,Australia,DA Warner,England,MR Marsh,RJW Topley,1,0,0,0,0,[],caught,DA Warner,22,179,157.0,95,8,9.91578947368421,5.28,0
12667,1317487,Manuka Oval,2,England,Australia,GJ Maxwell,England,MR Marsh,SM Curran,5,0,0,0,0,[],caught,GJ Maxwell,51,179,128.0,73,7,10.520547945205479,6.51063829787234,0
12692,1317487,Manuka Oval,2,England,Australia,MP Stoinis,England,MR Marsh,SM Curran,4,0,0,0,0,[],caught,MP Stoinis,91,179,88.0,50,6,10.56,7.800000000000001,0
12708,1317487,Manuka Oval,2,England,Australia,MR Marsh,England,TH David,BA Stokes,1,0,0,0,0,[],caught,MR Marsh,114,179,65.0,35,5,11.142857142857142,8.047058823529412,0
12728,1317487,Manuka Oval,2,England,Australia,TH David,England,MS Wade,SM Curran,2,0,0,0,0,[],bowled,TH David,145,179,34.0,16,4,12.75,8.365384615384615,0
12867,533295,R Premadasa Stadium,2,India,South Africa,HM Amla,India,JH Kallis,Z Khan,2,0,0,0,0,[],caught,HM Amla,0,153,153.0,118,9,7.779661016949153,0.0,0
12886,533295,R Premadasa Stadium,2,India,South Africa,JH Kallis,India,AB de Villiers,IK Pathan,3,0,0,0,0,[],caught,JH Kallis,16,153,137.0,99,8,8.303030303030303,4.571428571428571,0
12902,533295,R Premadasa Stadium,2,India,South Africa,AB de Villiers,India,F du Plessis,Yuvraj Singh,1,0,0,0,0,[],bowled,AB de Villiers,46,153,107.0,83,7,7.734939759036145,7.45945945945946,0
12941,533295,R Premadasa Stadium,2,India,South Africa,F du Plessis,India,JP Duminy,Yuvraj Singh,4,0,0,0,0,[],caught,F du Plessis,95,153,58.0,44,6,7.909090909090908,7.5,0
12955,533295,R Premadasa Stadium,2,India,South Africa,JP Duminy,India,F Behardien,L Balaji,6,0,0,0,0,[],caught,JP Duminy,107,153,46.0,30,5,9.200000000000001,7.133333333333333,0
12970,533295,R Premadasa Stadium,2,India,South Africa,F Behardien,India,RJ Peterson,Z Khan,2,0,0,0,0,[],caught,F Behardien,127,153,26.0,16,4,9.75,7.3269230769230775,0
12971,533295,R Premadasa Stadium,2,India,South Africa,RJ Peterson,India,JA Morkel,Z Khan,3,0,0,0,0,[],bowled,RJ Peterson,127,153,26.0,15,3,10.4,7.257142857142856,0
12979,533295,R Premadasa Stadium,2,India,South Africa,J Botha,India,JA Morkel,R Ashwin,5,0,0,0,0,[],caught,J Botha,138,153,15.0,7,2,12.857142857142858,7.327433628318584,0
12982,533295,R Premadasa Stadium,2,India,South Africa,JA Morkel,India,DW Steyn,L Balaji,2,0,0,0,0,[],bowled,JA Morkel,145,153,8.0,4,1,12.0,7.5,0
12985,533295,R Premadasa Stadium,2,India,South Africa,M Morkel,India,DW Steyn,L Balaji,5,0,0,0,0,[],bowled,M Morkel,151,153,2.0,1,0,12.0,7.61344537815126,0
13786,875553,The Village,2,Ireland,Netherlands,SJ Myburgh,Netherlands,W Barresi,CA Young,2,0,0,0,0,[],bowled,SJ Myburgh,6,129,123.0,112,9,6.589285714285715,4.5,1
13796,875553,The Village,2,Ireland,Netherlands,W Barresi,Netherlands,BN Cooper,AR Cusack,6,0,0,0,0,[],caught,W Barresi,16,129,113.0,102,8,6.647058823529412,5.333333333333333,1
13845,875553,The Village,2,Ireland,Netherlands,MR Swart,Netherlands,BN Cooper,KJ O'Brien,1,0,0,0,0,[],caught,MR Swart,73,129,56.0,53,7,6.339622641509434,6.537313432835822,1
13860,875553,The Village,2,Ireland,Netherlands,BN Cooper,Netherlands,PW Borren,KJ O'Brien,4,0,0,0,0,[],caught,BN Cooper,84,129,45.0,38,6,7.105263157894736,6.146341463414634,1
13883,875553,The Village,2,Ireland,Netherlands,MP O'Dowd,Netherlands,PW Borren,KJ O'Brien,2,0,0,0,0,[],caught,MP O'Dowd,118,129,11.0,16,5,4.125,6.8076923076923075,1
14285,668969,Pallekele International Cricket Stadium,2,New Zealand,Sri Lanka,DPMD Jayawardene,Sri Lanka,TM Dilshan,MJ McClenaghan,2,0,0,0,0,[],lbw,DPMD Jayawardene,8,143,135.0,112,9,7.232142857142857,6.0,1
14356,668969,Pallekele International Cricket Stadium,2,New Zealand,Sri Lanka,MDKJ Perera,Sri Lanka,TM Dilshan,RJ Nicol,1,0,0,0,0,[],caught and bowled,MDKJ Perera,104,143,39.0,41,8,5.7073170731707314,7.898734177215189,1
14550,463141,OUTsurance Oval,2,Zimbabwe,South Africa,LE Bosman,South Africa,GC Smith,P Utseya,6,0,0,0,0,[],caught,LE Bosman,90,169,79.0,78,9,6.076923076923077,12.857142857142858,1
14553,463141,OUTsurance Oval,2,Zimbabwe,South Africa,GC Smith,South Africa,CA Ingram,AG Cremer,3,0,0,0,0,[],lbw,GC Smith,95,169,74.0,75,8,5.92,12.666666666666668,1
14560,463141,OUTsurance Oval,2,Zimbabwe,South Africa,CA Ingram,South Africa,JP Duminy,P Utseya,4,0,0,0,0,[],caught,CA Ingram,99,169,70.0,68,7,6.1764705882352935,11.423076923076923,1
14734,426418,Sophia Gardens,2,Pakistan,England,SM Davies,England,C Kieswetter,Shoaib Akhtar,3,0,0,0,0,[],caught,SM Davies,26,90,64.0,105,9,3.6571428571428575,10.4,1
14735,426418,Sophia Gardens,2,Pakistan,England,RS Bopara,England,C Kieswetter,Shoaib Akhtar,4,0,0,0,0,[],run out,C Kieswetter,26,90,64.0,104,8,3.6923076923076925,9.75,1
14777,426418,Sophia Gardens,2,Pakistan,England,PD Collingwood,England,RS Bopara,Saeed Ajmal,3,0,0,0,0,[],caught,PD Collingwood,57,90,33.0,63,7,3.1428571428571432,6.0,1
14786,426418,Sophia Gardens,2,Pakistan,England,RS Bopara,England,EJG Morgan,Shahid Afridi,6,0,0,0,0,[],lbw,RS Bopara,63,90,27.0,54,6,3.0,5.7272727272727275,1
15156,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,KJ O'Brien,Sri Lanka,PR Stirling,C Karunaratne,6,0,0,0,0,[],caught,KJ O'Brien,8,172,164.0,114,9,8.631578947368421,8.0,0
15165,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,PR Stirling,Sri Lanka,A Balbirnie,M Theekshana,3,0,0,0,0,[],caught,PR Stirling,18,172,154.0,105,8,8.799999999999999,7.199999999999999,0
15176,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,GJ Delany,Sri Lanka,A Balbirnie,PWH de Silva,2,0,0,0,0,[],bowled,GJ Delany,32,172,140.0,94,7,8.936170212765957,7.384615384615385,0
15228,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,C Campher,Sri Lanka,A Balbirnie,M Theekshana,5,0,0,0,0,[],bowled,C Campher,85,172,87.0,43,6,12.13953488372093,6.623376623376624,0
15234,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,HT Tector,Sri Lanka,A Balbirnie,CBRLS Kumara,5,0,0,0,0,[],caught,HT Tector,88,172,84.0,37,5,13.621621621621621,6.361445783132531,0
15237,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,NA Rock,Sri Lanka,A Balbirnie,M Theekshana,2,0,0,0,0,[],stumped,NA Rock,89,172,83.0,34,4,14.647058823529413,6.209302325581396,0
15242,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,MR Adair,Sri Lanka,A Balbirnie,CBRLS Kumara,1,0,0,0,0,[],run out,MR Adair,92,172,80.0,29,3,16.551724137931036,6.065934065934066,0
15245,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,A Balbirnie,Sri Lanka,Simi Singh,CBRLS Kumara,4,0,0,0,0,[],caught,A Balbirnie,94,172,78.0,26,2,18.0,6.0,0
15254,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,CA Young,Sri Lanka,Simi Singh,PVD Chameera,1,0,0,0,0,[],bowled,CA Young,98,172,74.0,17,1,26.11764705882353,5.70873786407767,0
15262,1273719,Zayed Cricket Stadium,2,Sri Lanka,Ireland,J Little,Sri Lanka,Simi Singh,C Karunaratne,3,0,0,0,0,[],bowled,J Little,101,172,71.0,9,0,47.333333333333336,5.45945945945946,0
15394,1270836,Shere Bangla National Stadium,2,Bangladesh,Australia,MS Wade,Bangladesh,BR McDermott,Nasum Ahmed,3,0,0,0,0,[],caught,MS Wade,8,128,120.0,111,9,6.486486486486487,5.333333333333333,0
15465,1270836,Shere Bangla National Stadium,2,Bangladesh,Australia,BR McDermott,Bangladesh,MR Marsh,Shakib Al Hasan,2,0,0,0,0,[],bowled,BR McDermott,71,128,57.0,40,8,8.55,5.324999999999999,0
15470,1270836,Shere Bangla National Stadium,2,Bangladesh,Australia,MC Henriques,Bangladesh,MR Marsh,Shoriful Islam,1,0,0,0,0,[],caught,MC Henriques,74,128,54.0,35,7,9.257142857142858,5.223529411764706,0
15488,1270836,Shere Bangla National Stadium,2,Bangladesh,Australia,MR Marsh,Bangladesh,AT Carey,Shoriful Islam,1,0,0,0,0,[],caught,MR Marsh,94,128,34.0,17,6,12.0,5.475728155339806,0
15636,1199545,ICC Academy,2,Oman,Scotland,KJ Coetzer,Scotland,HG Munsey,Bilal Khan,6,0,0,0,0,[],caught,KJ Coetzer,1,168,167.0,114,9,8.789473684210526,1.0,1
15652,1199545,ICC Academy,2,Oman,Scotland,HG Munsey,Scotland,MH Cross,Aqib Ilyas,2,0,0,0,0,[],lbw,HG Munsey,25,168,143.0,100,8,8.58,7.5,1
15678,1199545,ICC Academy,2,Oman,Scotland,CS MacLeod,Scotland,MH Cross,Khawar Ali,3,0,0,0,0,[],bowled,CS MacLeod,46,168,122.0,75,7,9.76,6.133333333333333,1
15698,1199545,ICC Academy,2,Oman,Scotland,RD Berrington,Scotland,MH Cross,Mohammad Nadeem,4,0,0,0,0,[],caught,RD Berrington,77,168,91.0,56,6,9.75,7.21875,1
15734,1199545,ICC Academy,2,Oman,Scotland,MA Leask,Scotland,MH Cross,Bilal Khan,3,0,0,0,0,[],caught,MA Leask,138,168,30.0,21,5,8.571428571428571,8.363636363636363,1
15879,446960,Adelaide Oval,2,Australia,England,SM Davies,England,IR Bell,B Lee,2,0,0,0,0,[],caught,SM Davies,16,158,142.0,112,9,7.607142857142857,12.0,1
15899,446960,Adelaide Oval,2,Australia,England,IR Bell,England,KP Pietersen,MG Johnson,3,0,0,0,0,[],caught,IR Bell,49,158,109.0,93,8,7.03225806451613,10.88888888888889,1
15905,446960,Adelaide Oval,2,Australia,England,KP Pietersen,England,PD Collingwood,SNJ O'Keefe,3,0,0,0,0,[],caught,KP Pietersen,63,158,95.0,87,7,6.551724137931036,11.454545454545455,1
15944,446960,Adelaide Oval,2,Australia,England,PD Collingwood,England,EJG Morgan,DJ Hussey,5,0,0,0,0,[],caught,PD Collingwood,99,158,59.0,49,6,7.224489795918368,8.366197183098592,1
15949,446960,Adelaide Oval,2,Australia,England,LJ Wright,England,EJG Morgan,SW Tait,4,0,0,0,0,[],lbw,LJ Wright,104,158,54.0,44,5,7.363636363636363,8.210526315789474,1
15965,446960,Adelaide Oval,2,Australia,England,EJG Morgan,England,TT Bresnan,SR Watson,2,0,0,0,0,[],caught,EJG Morgan,130,158,28.0,28,4,6.0,8.478260869565219,1
15966,446960,Adelaide Oval,2,Australia,England,MH Yardy,England,TT Bresnan,SR Watson,3,0,0,0,0,[],caught,MH Yardy,130,158,28.0,27,3,6.222222222222221,8.387096774193548,1
15978,446960,Adelaide Oval,2,Australia,England,TT Bresnan,England,CR Woakes,SR Watson,3,0,0,0,0,[],caught,TT Bresnan,141,158,17.0,15,2,6.8,8.057142857142857,1
15988,446960,Adelaide Oval,2,Australia,England,GP Swann,England,CR Woakes,SR Watson,1,0,0,0,0,[],bowled,GP Swann,154,158,4.0,5,1,4.800000000000001,8.034782608695652,1
16182,951315,Vidarbha Cricket Association Stadium,2,Hong Kong,Afghanistan,Mohammad Shahzad,Afghanistan,Noor Ali Zadran,RJ Campbell,4,0,0,0,0,[],caught,Mohammad Shahzad,70,117,47.0,56,9,5.035714285714286,6.5625,1
16205,951315,Vidarbha Cricket Association Stadium,2,Hong Kong,Afghanistan,Mohammad Nabi,Afghanistan,Noor Ali Zadran,RJ Campbell,3,0,0,0,0,[],bowled,Mohammad Nabi,95,117,22.0,33,8,4.0,6.551724137931036,1
16207,951315,Vidarbha Cricket Association Stadium,2,Hong Kong,Afghanistan,Najibullah Zadran,Afghanistan,Noor Ali Zadran,RJ Campbell,5,2,0,2,0,[],run out,Noor Ali Zadran,97,117,20.0,31,7,3.870967741935484,6.539325842696629,1
16217,951315,Vidarbha Cricket Association Stadium,2,Hong Kong,Afghanistan,Shafiqullah,Afghanistan,Najibullah Zadran,Nadeem Ahmed,3,0,0,0,0,[],caught and bowled,Shafiqullah,103,117,14.0,21,6,4.0,6.242424242424242,1
16614,1031431,The Rose Bowl,2,South Africa,England,JJ Roy,England,AD Hales,AL Phehlukwayo,1,0,0,0,0,[],lbw,JJ Roy,45,143,98.0,95,9,6.189473684210527,10.8,1
16816,355998,Trent Bridge,2,Australia,Sri Lanka,ST Jayasuriya,Sri Lanka,TM Dilshan,B Lee,1,0,0,0,0,[],caught,ST Jayasuriya,19,160,141.0,107,9,7.906542056074766,8.769230769230768,1
16860,355998,Trent Bridge,2,Australia,Sri Lanka,TM Dilshan,Sri Lanka,KC Sangakkara,MJ Clarke,1,0,0,0,0,[],bowled,TM Dilshan,81,160,79.0,65,8,7.292307692307691,8.836363636363636,1
16882,355998,Trent Bridge,2,Australia,Sri Lanka,DPMD Jayawardene,Sri Lanka,KC Sangakkara,NM Hauritz,5,0,0,0,0,[],caught,DPMD Jayawardene,98,160,62.0,43,7,8.651162790697674,7.636363636363637,1
16902,355998,Trent Bridge,2,Australia,Sri Lanka,LPC Silva,Sri Lanka,KC Sangakkara,B Lee,1,0,0,0,0,[],caught,LPC Silva,127,160,33.0,23,6,8.608695652173912,7.855670103092784,1
17057,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Soumya Sarkar,Zimbabwe,Tamim Iqbal,N Madziva,2,0,0,0,0,[],caught,Soumya Sarkar,12,181,169.0,112,9,9.053571428571429,9.0,0
17061,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Tamim Iqbal,Zimbabwe,Sabbir Rahman,N Madziva,6,0,0,0,0,[],bowled,Tamim Iqbal,13,181,168.0,108,8,9.333333333333334,6.5,0
17062,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Sabbir Rahman,Zimbabwe,Imrul Kayes,TS Chisoro,1,0,0,0,0,[],caught,Sabbir Rahman,13,181,168.0,107,7,9.42056074766355,6.0,0
17065,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Shakib Al Hasan,Zimbabwe,Imrul Kayes,TS Chisoro,4,0,0,0,0,[],bowled,Shakib Al Hasan,17,181,164.0,104,6,9.461538461538462,6.375,0
17091,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Imrul Kayes,Zimbabwe,Mahmudullah,Sikandar Raza,5,0,0,0,0,[],caught,Imrul Kayes,53,181,128.0,79,5,9.721518987341772,7.7560975609756095,0
17134,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Nurul Hasan,Zimbabwe,Mahmudullah,Sikandar Raza,2,0,0,0,0,[],caught,Nurul Hasan,110,181,71.0,40,4,10.649999999999999,8.25,0
17149,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Mahmudullah,Zimbabwe,Mashrafe Mortaza,TS Chisoro,5,0,0,0,0,[],bowled,Mahmudullah,134,181,47.0,25,3,11.28,8.463157894736842,0
17157,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Mashrafe Mortaza,Zimbabwe,Abu Hider,LM Jongwe,1,0,0,0,0,[],caught,Mashrafe Mortaza,139,181,42.0,17,2,14.823529411764707,8.097087378640778,0
17166,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Arafat Sunny,Zimbabwe,Abu Hider,N Madziva,3,0,0,0,0,[],bowled,Arafat Sunny,157,181,24.0,9,1,16.0,8.486486486486486,0
17169,958421,Sheikh Abu Naser Stadium,2,Zimbabwe,Bangladesh,Abu Hider,Zimbabwe,Taskin Ahmed,N Madziva,6,0,0,0,0,[],caught,Abu Hider,162,181,19.0,6,0,19.0,8.526315789473685,0
